Deaf DB: Title (auto)	Deaf DB: Year (auto)	IMDb ID used	IMDb ID source	Award	Award year	Category	Winner	Notes	Sources	DMDb: Category	DMDb: Deaf Actor	DMDb: Deaf Director	SoS: Tags	Wikipedia: Description	IMDb HoH: Description	SoS: Summary
Children of Men	2006	tt0206634	manual	Venice_Film_Festival	2006	Laterna Magica Prize	TRUE	None	Sign on Screen				apocalypse; deafened by accident/violence; drama; tinnitus			Clive Owens' character witnesses a bombing and develops tinnitus, which is referenced as a kind of metaphor for his trauma thoughout this dystopian drama
Children of Men	2006	tt0206634	manual	Academy_Awards	2007	Oscar: Best Writing, Adapted Screenplay	FALSE	None	Sign on Screen				apocalypse; deafened by accident/violence; drama; tinnitus			Clive Owens' character witnesses a bombing and develops tinnitus, which is referenced as a kind of metaphor for his trauma thoughout this dystopian drama
Children of Men	2006	tt0206634	manual	Academy_Awards	2007	Oscar: Best Achievement in Cinematography	FALSE	None	Sign on Screen				apocalypse; deafened by accident/violence; drama; tinnitus			Clive Owens' character witnesses a bombing and develops tinnitus, which is referenced as a kind of metaphor for his trauma thoughout this dystopian drama
Children of Men	2006	tt0206634	manual	Academy_Awards	2007	Oscar: Best Achievement in Film Editing	FALSE	None	Sign on Screen				apocalypse; deafened by accident/violence; drama; tinnitus			Clive Owens' character witnesses a bombing and develops tinnitus, which is referenced as a kind of metaphor for his trauma thoughout this dystopian drama
Children of Men	2006	tt0206634	manual	BAFTA	2007	BAFTA Film Award: Best Cinematography	TRUE	None	Sign on Screen				apocalypse; deafened by accident/violence; drama; tinnitus			Clive Owens' character witnesses a bombing and develops tinnitus, which is referenced as a kind of metaphor for his trauma thoughout this dystopian drama
Children of Men	2006	tt0206634	manual	BAFTA	2007	BAFTA Film Award: Best Production Design	TRUE	None	Sign on Screen				apocalypse; deafened by accident/violence; drama; tinnitus			Clive Owens' character witnesses a bombing and develops tinnitus, which is referenced as a kind of metaphor for his trauma thoughout this dystopian drama
Children of Men	2006	tt0206634	manual	BAFTA	2007	BAFTA Film Award: Best Achievement in Special Visual Effects	FALSE	None	Sign on Screen				apocalypse; deafened by accident/violence; drama; tinnitus			Clive Owens' character witnesses a bombing and develops tinnitus, which is referenced as a kind of metaphor for his trauma thoughout this dystopian drama
Children of Men	2006	tt0206634	manual	National_Society_of_Film_Critics	2007	NSFC Award: Best Cinematography	TRUE	None	Sign on Screen				apocalypse; deafened by accident/violence; drama; tinnitus			Clive Owens' character witnesses a bombing and develops tinnitus, which is referenced as a kind of metaphor for his trauma thoughout this dystopian drama
Cleopatra	1963	tt0056937	manual	NBR	1963	NBR Award: Best Actor	TRUE	None	Sign on Screen				nonverbal			Hearing actor George Cole plays nonverbal (possibly deaf?) character who signs with Caesar
Cleopatra	1963	tt0056937	manual	Academy_Awards	1964	Oscar: Best Actor in a Leading Role	FALSE	None	Sign on Screen				nonverbal			Hearing actor George Cole plays nonverbal (possibly deaf?) character who signs with Caesar
Cleopatra	1963	tt0056937	manual	Academy_Awards	1964	Oscar: Best Art Direction-Set Decoration, Color	TRUE	None	Sign on Screen				nonverbal			Hearing actor George Cole plays nonverbal (possibly deaf?) character who signs with Caesar
Cleopatra	1963	tt0056937	manual	Academy_Awards	1964	Oscar: Best Cinematography, Color	TRUE	None	Sign on Screen				nonverbal			Hearing actor George Cole plays nonverbal (possibly deaf?) character who signs with Caesar
Cleopatra	1963	tt0056937	manual	Academy_Awards	1964	Oscar: Best Costume Design, Color	TRUE	None	Sign on Screen				nonverbal			Hearing actor George Cole plays nonverbal (possibly deaf?) character who signs with Caesar
Cleopatra	1963	tt0056937	manual	Academy_Awards	1964	Oscar: Best Effects, Special Visual Effects	TRUE	None	Sign on Screen				nonverbal			Hearing actor George Cole plays nonverbal (possibly deaf?) character who signs with Caesar
Cleopatra	1963	tt0056937	manual	Academy_Awards	1964	Oscar: Best Film Editing	FALSE	None	Sign on Screen				nonverbal			Hearing actor George Cole plays nonverbal (possibly deaf?) character who signs with Caesar
Cleopatra	1963	tt0056937	manual	Academy_Awards	1964	Oscar: Best Music, Score - Substantially Original	FALSE	None	Sign on Screen				nonverbal			Hearing actor George Cole plays nonverbal (possibly deaf?) character who signs with Caesar
Cleopatra	1963	tt0056937	manual	Academy_Awards	1964	Oscar: Best Picture	FALSE	None	Sign on Screen				nonverbal			Hearing actor George Cole plays nonverbal (possibly deaf?) character who signs with Caesar
Cleopatra	1963	tt0056937	manual	Academy_Awards	1964	Oscar: Best Sound	FALSE	None	Sign on Screen				nonverbal			Hearing actor George Cole plays nonverbal (possibly deaf?) character who signs with Caesar
Cleopatra	1963	tt0056937	manual	Golden_Globes	1964	Golden Globe: Best Actor - Drama	FALSE	None	Sign on Screen				nonverbal			Hearing actor George Cole plays nonverbal (possibly deaf?) character who signs with Caesar
Cleopatra	1963	tt0056937	manual	Golden_Globes	1964	Golden Globe: Best Director	FALSE	None	Sign on Screen				nonverbal			Hearing actor George Cole plays nonverbal (possibly deaf?) character who signs with Caesar
Cleopatra	1963	tt0056937	manual	Golden_Globes	1964	Golden Globe: Best Motion Picture - Drama	FALSE	None	Sign on Screen				nonverbal			Hearing actor George Cole plays nonverbal (possibly deaf?) character who signs with Caesar
Cleopatra	1963	tt0056937	manual	Golden_Globes	1964	Golden Globe: Best Supporting Actor	FALSE	None	Sign on Screen				nonverbal			Hearing actor George Cole plays nonverbal (possibly deaf?) character who signs with Caesar
Close Encounters of the Third Kind	1977	tt0075860	manual	NBR	1977	NBR Award: Top Ten Films	TRUE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	NBR	1977	Special Citation	TRUE	For the special effects.	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	Academy_Awards	1978	Oscar: Best Actress in a Supporting Role	FALSE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	Academy_Awards	1978	Oscar: Best Art Direction-Set Decoration	FALSE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	Academy_Awards	1978	Oscar: Best Cinematography	TRUE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	Academy_Awards	1978	Oscar: Best Director	FALSE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	Academy_Awards	1978	Oscar: Best Effects, Visual Effects	FALSE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	Academy_Awards	1978	Oscar: Best Film Editing	FALSE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	Academy_Awards	1978	Oscar: Best Music, Original Score	FALSE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	Academy_Awards	1978	Oscar: Best Sound	FALSE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	Academy_Awards	1978	Special Achievement Award	TRUE	For sound effects editing.	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	Golden_Globes	1978	Golden Globe: Best Director - Motion Picture	FALSE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	Golden_Globes	1978	Golden Globe: Best Motion Picture - Drama	FALSE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	Golden_Globes	1978	Golden Globe: Best Original Score - Motion Picture	FALSE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	Golden_Globes	1978	Golden Globe: Best Screenplay - Motion Picture	FALSE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	BAFTA	1979	BAFTA Film Award: Best Cinematography	FALSE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	BAFTA	1979	BAFTA Film Award: Best Direction	FALSE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	BAFTA	1979	BAFTA Film Award: Best Film	FALSE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
Close Encounters of the Third Kind	1977	tt0075860	manual	BAFTA	1979	BAFTA Film Award: Best Film Editing	FALSE	None	Sign on Screen				deaf actor; deaf scientist/medical professional; sci-fi/fantasy			The scientists (one of them played by deaf actor/director François Truffaut) use Curwen hand signs (used with musical scales to refer to notes) to communicate with aliens
